WKT,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate,﻿站點名稱,緯度,經度,圖片,站點位置
"POINT (121.54904 25.01727)",5.00101188E8,YouBike2.0_辛亥路三段157巷口,19.0,7.0,大安區,2023-04-17 06:40:40,25.01727,121.54904,辛亥路三段與辛亥路三段157巷口西北側,Daan Dist.,YouBike2.0_Ln. 157， Sec. 3， Xinhai Rd.,Sec. 3， Xinhai Rd. & Ln. 157， Sec. 3， Xinhai Rd. Intersection (Northwest),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:40:40,2023-04-17,,,,,
"POINT (121.54853 25.02039)",5.00101189E8,YouBike2.0_臥龍基隆路口,16.0,9.0,大安區,2023-04-17 06:48:13,25.02039,121.54853,臥龍街與基隆路二段口東北側,Daan Dist.,YouBike2.0_Wolong St. & Xinyi Rd. Intersection,Wolong St. & Sec. 2， Xinyi Rd. Intersection (Northeast),7.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:13,2023-04-17,,,,,
"POINT (121.54108 25.02347)",5.0010119E8,YouBike2.0_敦親公園,20.0,6.0,大安區,2023-04-17 06:48:13,25.02347,121.54108,和平東路二段96巷8之1號(前方),Daan Dist.,YouBike2.0_Dunchin Park,No. 8-1， Ln. 96， Sec. 2， Heping E. Rd.,14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:13,2023-04-17,,,,,
"POINT (121.54561 25.02054)",5.00101191E8,YouBike2.0_大安運動中心,27.0,4.0,大安區,2023-04-17 05:59:12,25.02054,121.54561,辛亥路三段55號前方人行道(大安運動中心),Daan Dist.,YouBike2.0_Taipei Daan Sports Center,No. 55， Sec. 3， Xinhai Rd.,23.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:59:12,2023-04-17,,,,,
"POINT (121.54908 25.02444)",5.00101192E8,YouBike2.0_和平敦化路口,25.0,7.0,大安區,2023-04-17 06:51:14,25.02444,121.54908,和平東路三段 / 敦化南路二段口(東側),Daan Dist.,YouBike2.0_Heping Rd. & Dunhua Rd. Intersection,Sec. 3， Heping E. Rd. & Sec. 2， Dunhua S. Rd. Intersection (East),18.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:14,2023-04-17,,,,,
"POINT (121.54435 25.01705)",5.00101193E8,YouBike2.0_基隆長興路口,43.0,6.0,大安區,2023-04-17 06:14:13,25.01705,121.54435,基隆路/長興街(東南側),Daan Dist.,YouBike2.0_Keelung Rd. & Changxing St. Intersection,Keelung Rd. & Changxing St. Intersection (Southeast),37.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:14:13,2023-04-17,,,,,
"POINT (121.55009 25.03762)",5.00101194E8,YouBike2.0_仁愛路四段122巷口,16.0,10.0,大安區,2023-04-17 06:54:39,25.03762,121.55009,仁愛路四段118號前,Daan Dist.,YouBike2.0_Ln. 122， Sec. 4， Ren'ai Rd.,No. 188， Sec. 4， Ren'ai Rd.,6.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:39,2023-04-17,,,,,
"POINT (121.54944 25.04464)",5.00101196E8,YouBike2.0_市民敦化路口,15.0,4.0,大安區,2023-04-17 06:50:40,25.04464,121.54944,敦化南路一段111號前,Daan Dist.,YouBike2.0_Civic Blvd. & Dunhua Rd. Intersection,No. 111， Sec. 1， Dunhua S. Rd.,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:40,2023-04-17,,,,,
"POINT (121.54541 25.04172)",5.00101197E8,YouBike2.0_忠孝東路四段49巷口,15.0,7.0,大安區,2023-04-17 06:53:17,25.04172,121.54541,忠孝東路四段55號前,Daan Dist.,YouBike2.0_Ln. 49， Sec. 4， Zhongxiao E. Rd.,No. 55， Sec. 4， Zhongxiao E. Rd.,8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.54401 25.04472)",5.00101198E8,YouBike2.0_市民復興路口(東南側),16.0,2.0,大安區,2023-04-17 06:54:13,25.04472,121.54401,市民大道四段/復興路一段口(東南側),Daan Dist.,YouBike2.0_Civic Blvd. & Fuxing Rd. Intersection (Southeast),Sec. 4， Civic Blvd. & Sec. 1， Fuxing S. Rd. Intersection (Southeast),14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:13,2023-04-17,,,,,
"POINT (121.53454 25.02598)",5.00101199E8,YouBike2.0_和平新生路口西南側,13.0,6.0,大安區,2023-04-17 06:50:40,25.02598,121.53454,新生南路三段2號前,Daan Dist.,YouBike2.0_Heping Rd. & Xinsheng S. Rd. Intersection (Southwest),No. 2， Sec. 3， Xinsheng S. Rd.,7.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:40,2023-04-17,,,,,
"POINT (121.55101 25.02535)",5.001012E8,YouBike2.0_全安公園,16.0,13.0,大安區,2023-04-17 05:52:13,25.02535,121.55101,安和路二段227巷16號對側,Daan Dist.,YouBike2.0_Quanan Park,No. 16， Ln. 227， Sec. 2， Anhe Rd. (Opposite),3.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:52:13,2023-04-17,,,,,
"POINT (121.53968 25.03333)",5.00101201E8,YouBike2.0_信義路三段134巷口,19.0,0.0,大安區,2023-04-17 06:38:04,25.03333,121.53968,信義路三段/信義路三段134巷口,Daan Dist.,YouBike2.0_Ln. 134， Sec. 3， Xinyi Rd.,Sec. 3， Xinyi Rd. & Ln. 134， Sec. 3， Xinyi Rd. Intersection,19.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:38:04,2023-04-17,,,,,
"POINT (121.54936 25.03715)",5.00101202E8,YouBike2.0_仁愛敦南圓環(東南側),16.0,2.0,大安區,2023-04-17 05:58:38,25.03715,121.54936,仁愛路四段110號前,Daan Dist.,YouBike2.0_Renai Dunnan Traffic Cir (Southeast),No. 110， Sec. 4， Ren'ai Rd.,14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:58:38,2023-04-17,,,,,
"POINT (121.54902 25.02709)",5.00101203E8,YouBike2.0_臺北遠企購物中心,33.0,2.0,大安區,2023-04-17 06:53:17,25.02709,121.54902,敦化南路二段201號前,Daan Dist.,YouBike2.0_Chenggong Public House,No. 201， Sec. 2， Dunhua S. Rd.,31.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.54839 25.0371)",5.00101204E8,YouBike2.0_外交部外交及國際事務學院,17.0,13.0,大安區,2023-04-17 06:52:38,25.0371,121.54839,敦化南路一段280號,Daan Dist.,YouBike2.0_Institute of Diplomacy and International Affairs,No. 280， Sec. 1， Dunhua S. Rd.,4.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:38,2023-04-17,,,,,
"POINT (121.54864 25.02821)",5.00101205E8,YouBike2.0_四維路170巷口,22.0,11.0,大安區,2023-04-17 06:41:13,25.02821,121.54864,敦化南路二段92號對側中央分隔島,Daan Dist.,YouBike2.0_Ln. 170， Siwei Rd.,No. 92， Sec. 2， Dunhua S. Rd. (Opposite),11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:41:13,2023-04-17,,,,,
"POINT (121.5425 25.03328)",5.00101206E8,YouBike2.0_捷運大安站(3號出口),44.0,3.0,大安區,2023-04-17 06:51:14,25.03328,121.5425,信義路三段184號前,Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 3),No. 184， Sec. 3， Xinyi Rd.,41.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:14,2023-04-17,,,,,
"POINT (121.52855 25.02055)",5.00101207E8,YouBike2.0_捷運臺電大樓站(2號出口)_1,31.0,3.0,大安區,2023-04-17 06:53:17,25.02055,121.52855,羅斯福路三段201號旁,Daan Dist.,YouBike2.0_MRT Taipower Building Sta. (Exit 2)_1,No. 201， Sec. 3， Roosevelt Rd.,28.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.55164 25.03459)",5.00101208E8,YouBike2.0_信義路四段199巷,15.0,4.0,大安區,2023-04-17 06:47:13,25.03459,121.55164,信義路四段199巷/安和路一段90巷口,Daan Dist.,YouBike2.0_Ln. 199， Sec. 4， Xinyi Rd.,Ln. 199， Sec. 4， Xinyi Rd. & Ln. 90， Sec. 1， Anhe Rd. Intersection,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:47:13,2023-04-17,,,,,
"POINT (121.54153 25.02101)",5.00101209E8,YouBike2.0_臺大資訊大樓,40.0,1.0,大安區,2023-04-16 22:01:15,25.02101,121.54153,辛亥路二段(臺大外語學院外),Daan Dist.,YouBike2.0_NTU Information Building,Sec. 2， Xinhai Rd.(NTU Language Center),39.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-16 22:01:15,2023-04-16,,,,,
"POINT (121.54893 25.03002)",5.0010121E8,YouBike2.0_敦化南路二段81巷,40.0,12.0,大安區,2023-04-17 06:53:17,25.03002,121.54893,敦化南路二段與敦化南路二段81巷口西北側,Daan Dist.,YouBike2.0_Ln. 81， Sec. 2， Dunhua S. Rd.,Sec. 2， Dunhua S. Rd. & Ln. 81， Sec. 2， Dunhua S. Rd. Intersection (Northwest),28.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.52466 25.03054)",5.00101211E8,YouBike2.0_原臺北刑務所官舍,23.0,11.0,大安區,2023-04-17 06:08:16,25.03054,121.52466,金華街78號對側,Daan Dist.,YouBike2.0_Former Taipei Prison Office,No. 78， Jinhua St. (Opposite),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:08:16,2023-04-17,,,,,
"POINT (121.55657 25.04205)",5.00101212E8,YouBike2.0_捷運國父紀念館站(1號出口),25.0,1.0,大安區,2023-04-17 06:43:39,25.04205,121.55657,光復南路200巷26號東側,Daan Dist.,YouBike2.0_MRT S.Y.S Memorial Hall Sta. (Exit 1),No. 26， Ln. 200， Guangfu S. Rd. (East),24.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:43:39,2023-04-17,,,,,
"POINT (121.54122 25.0401)",5.00101213E8,YouBike2.0_懷生國中,15.0,2.0,大安區,2023-04-17 05:57:12,25.0401,121.54122,忠孝東路三段248巷30號,Daan Dist.,YouBike2.0_Huai Sheng Junior High School,No. 30， Ln. 248， Sec. 3， Zhongxiao E. Rd.,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 05:57:12,2023-04-17,,,,,
"POINT (121.54802 25.03827)",5.00101214E8,YouBike2.0_仁愛敦南圓環(西北側),20.0,5.0,大安區,2023-04-17 06:51:14,25.03827,121.54802,仁愛路四段85號前,Daan Dist.,YouBike2.0_Renai Dunnan Traffic Cir (Northwest),No. 85， Sec. 4， Ren'ai Rd,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:14,2023-04-17,,,,,
"POINT (121.55146 25.02974)",5.00101215E8,YouBike2.0_立人國小,17.0,5.0,大安區,2023-04-17 06:46:38,25.02974,121.55146,安和路二段/敦化南路二段81巷(西南側),Daan Dist.,YouBike2.0_Lih Jen International Private Elementary and Middle School,Sec. 2， Anhe Rd. & Ln. 81， Sec. 2， Dunhua S. Rd. Intersection (Southwest),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:46:38,2023-04-17,,,,,
"POINT (121.53608 25.02268)",5.00101216E8,YouBike2.0_和平東路二段18巷口,24.0,12.0,大安區,2023-04-17 06:37:39,25.02268,121.53608,辛亥路二段43號前,Daan Dist.,YouBike2.0_Ln. 18， Sec. 2， Heping E. Rd.,No. 43， Sec. 2， Xinhai Rd.,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:37:39,2023-04-17,,,,,
"POINT (121.54372 25.03303)",5.00101217E8,YouBike2.0_捷運大安站(5號出口),19.0,7.0,大安區,2023-04-17 06:49:38,25.03303,121.54372,復興南路二段/信義路四段(東南側),Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 5),Sec. 2， Fuxing S. Rd. & Sec. 4， Xinyi Rd. Intersection (Southeast),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:38,2023-04-17,,,,,
"POINT (121.55592 25.02832)",5.00101218E8,YouBike2.0_臨江公園,13.0,8.0,大安區,2023-04-17 06:50:20,25.02832,121.55592,通化街143巷33號對側,Daan Dist.,YouBike2.0_Linjiang Park,No. 33， Ln. 143， Tonghua St. (Opposite),5.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.53998 25.01027)",5.00101219E8,YouBike2.0_羅斯福路四段113巷19弄口,14.0,6.0,大安區,2023-04-17 01:13:39,25.01027,121.53998,羅斯福路四段119巷84號對側,Daan Dist.,YouBike2.0_Aly. 19， Ln. 113， Sec. 4， Roosevelt Rd.,No. 84， Ln. 119， Sec. 4， Roosevelt Rd. (Opposite),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 01:13:39,2023-04-17,,,,,
"POINT (121.55393 25.04132)",5.00101221E8,YouBike2.0_忠孝東路四段248巷口,15.0,2.0,大安區,2023-04-17 06:16:38,25.04132,121.55393,忠孝東路四段230號前,Daan Dist.,YouBike2.0_Ln. 248， Sec. 4， Zhongxiao E. Rd.,No. 230， Sec. 4， Zhongxiao E. Rd.,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:16:38,2023-04-17,,,,,
"POINT (121.55466 25.03795)",5.00101222E8,YouBike2.0_仁愛延吉路口(西北側),18.0,5.0,大安區,2023-04-17 00:10:19,25.03795,121.55466,仁愛路四段363號前,Daan Dist.,YouBike2.0_Ren'ai Rd. & Yanji St. Intersection (Northwest),No. 363， Sec. 4， Ren'ai Rd.,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 00:10:19,2023-04-17,,,,,
"POINT (121.51121 25.07894)",5.00103001E8,YouBike2.0_延平國宅,30.0,23.0,大同區,2023-04-17 06:46:38,25.07894,121.51121,延平北路五段1-1號(對面),Datong Dist,YouBike2.0_Yanping Public Housing,No. 1-1， Sec. 5， Yanping N. Rd. (Opposite),7.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:46:38,2023-04-17,,,,,
"POINT (121.51349 25.0741)",5.00103002E8,YouBike2.0_臺北市立圖書館大同分館,20.0,11.0,大同區,2023-04-17 06:53:17,25.0741,121.51349,重慶北路三段318號旁,Datong Dist,YouBike2.0_Taipei Public Library DaTong Branch,No. 318， Sec. 3， Chongqing N Rd.,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.50934 25.07717)",5.00103003E8,YouBike2.0_合昌宮,15.0,11.0,大同區,2023-04-17 06:41:13,25.07717,121.50934,環河北路二段371號旁,Datong Dist,YouBike2.0_Hechang Temple,No. 371， Sec. 2， Huanhe N. Rd.,4.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:41:13,2023-04-17,,,,,
"POINT (121.5107 25.06864)",5.00103004E8,YouBike2.0_民族延平路口,23.0,20.0,大同區,2023-04-17 06:53:41,25.06864,121.5107,延平北路三段123號北側,Datong Dist,YouBike2.0_Minzu Rd. & Yanping Rd. Intersection,No. 123， Sec. 3， Yanping N. Rd. (North),3.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.51368 25.07158)",5.00103005E8,YouBike2.0_重慶酒泉街口,30.0,22.0,大同區,2023-04-17 06:53:17,25.07158,121.51368,重慶北路三段260號前,Datong Dist,YouBike2.0_Chongqing Rd. & Jiuquan St. Intersection,No. 260， Sec. 3， Chongqing N. Rd.,8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.5165 25.06647)",5.00103006E8,YouBike2.0_樹德公園,14.0,9.0,大同區,2023-04-17 06:53:41,25.06647,121.5165,大龍街85巷12號對側,Datong Dist,YouBike2.0_Shude Park,No. 12， Ln. 85， Dalong St. (Opposite),5.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.50895 25.05601)",5.00103007E8,YouBike2.0_陳天來故居,18.0,5.0,大同區,2023-04-17 06:48:39,25.05601,121.50895,西寧北路112號前方,Datong Dist,YouBike2.0_Chen Tian-lai Residence,No. 112， Xining N. Rd.,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:39,2023-04-17,,,,,
"POINT (121.51583 25.07378)",5.00103008E8,YouBike2.0_臺北孔廟,27.0,16.0,大同區,2023-04-17 06:50:20,25.07378,121.51583,哈密街61號口對側人行道,Datong Dist,YouBike2.0_Taipei Confucius Temple,No. 61， Hami St. Intersection (Opposite),11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.52024 25.07133)",5.00103009E8,YouBike2.0_捷運圓山站(1號出口),44.0,10.0,大同區,2023-04-17 06:53:17,25.07133,121.52024,酒泉街235號前,Datong Dist,YouBike2.0_MRT Yuanshan Sta. (Exit 1),No. 235， Jiuquan St.,34.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.51057 25.0722)",5.0010301E8,YouBike2.0_酒泉延平路口,26.0,13.0,大同區,2023-04-17 06:48:13,25.0722,121.51057,酒泉街235號前,Datong Dist,YouBike2.0_Jiuquan St. & Yanping Rd. Intersection,No. 235， Jiuquan St.,13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:13,2023-04-17,,,,,
"POINT (121.51862 25.07567)",5.00103011E8,YouBike2.0_重慶國中,37.0,23.0,大同區,2023-04-17 06:54:39,25.07567,121.51862,敦煌路19號前,Datong Dist,YouBike2.0_Chongqing Junior High School,No. 19， Dunhuang Rd.,14.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:39,2023-04-17,,,,,
"POINT (121.51409 25.07598)",5.00103012E8,YouBike2.0_重慶北路三段383巷口,25.0,23.0,大同區,2023-04-17 06:51:14,25.07598,121.51409,敦煌路與重慶北路三段383巷口,Datong Dist,YouBike2.0_Ln. 383， Sec. 3， Chongqing N Rd. Intersection,Dunhuang Rd. & Ln. 383， Sec. 3， Chongqing N Rd. Intersection,2.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:51:14,2023-04-17,,,,,
"POINT (121.52003 25.07447)",5.00103013E8,YouBike2.0_台北數位產業園區,24.0,9.0,大同區,2023-04-17 06:52:38,25.07447,121.52003,承德路三段287號前方,Datong Dist,YouBike2.0_DigiBlock Taipei,No. 287， Sec. 3， Chengde Rd.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:38,2023-04-17,,,,,
"POINT (121.51099 25.06326)",5.00103019E8,YouBike2.0_民權延平路口(西北側),20.0,1.0,大同區,2023-04-17 06:05:39,25.06326,121.51099,民權西路239號前方,Datong Dist,YouBike2.0_Minquan Rd. & Yanping Rd. Intersection (Northwest),No. 239， Minquan W. Rd.,19.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:05:39,2023-04-17,,,,,
"POINT (121.50943 25.06327)",5.0010302E8,YouBike2.0_民權迪化街口,23.0,8.0,大同區,2023-04-17 06:50:20,25.06327,121.50943,民權西路與迪化街一段口(橋墩下),Datong Dist,YouBike2.0_Minquan Rd. & Dihua St. Intersection,Minquan W. Rd. & Sec. 1， Dihua St. Intersection (Under Bridge),15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.51033 25.05915)",5.00103021E8,YouBike2.0_大稻埕公園,25.0,0.0,大同區,2023-04-17 06:45:04,25.05915,121.51033,安西街1巷7號(對側),Datong Dist,YouBike2.0_Dadaocheng Park,No. 7， Ln. 1， Anxi St. (Opposite),24.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:04,2023-04-17,,,,,
"POINT (121.51729 25.06853)",5.00103022E8,YouBike2.0_大龍老人住宅,14.0,8.0,大同區,2023-04-17 06:36:13,25.06853,121.51729,民族西路82號前方,Datong Dist,YouBike2.0_Dalong Old People Housing,No. 82， Minzu W. Rd.,6.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:36:13,2023-04-17,,,,,
"POINT (121.51826 25.0708)",5.00103023E8,YouBike2.0_大龍峒社會住宅,20.0,3.0,大同區,2023-04-17 06:53:17,25.0708,121.51826,承德路三段210號旁,Datong Dist,YouBike2.0_Dalongdong Social Housing,No. 210， Sec. 3， Chengde Rd.,17.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:17,2023-04-17,,,,,
"POINT (121.51308 25.06314)",5.00103024E8,YouBike2.0_捷運大橋頭站(2號出口),57.0,19.0,大同區,2023-04-17 06:52:13,25.06314,121.51308,捷運大橋頭站(2號出口)西側,Datong Dist,YouBike2.0_MRT Daqiaotou Sta. (Exit 2),MRT Daqiaotou Sta. (Exit 2) (West),38.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:13,2023-04-17,,,,,
"POINT (121.51162 25.06325)",5.00103025E8,YouBike2.0_捷運大橋頭站(1A出口),18.0,3.0,大同區,2023-04-17 06:52:13,25.06325,121.51162,民權西路237號旁,Datong Dist,YouBike2.0_MRT Daqiaotou Sta. (Exit 1A),No. 237， Minquan W Rd.,15.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:13,2023-04-17,,,,,
"POINT (121.51969 25.06174)",5.00103026E8,YouBike2.0_捷運民權西路站(2號出口),25.0,3.0,大同區,2023-04-17 06:44:13,25.06174,121.51969,捷運民權西路站(2號出口)西側,Datong Dist,YouBike2.0_MRT Minquan W. Rd. Sta. (Exit 2),MRT Minquan W. Rd. Sta. (West),22.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:44:13,2023-04-17,,,,,
"POINT (121.52063 25.05826)",5.00103027E8,YouBike2.0_捷運雙連站(2號出口),41.0,17.0,大同區,2023-04-17 06:53:41,25.05826,121.52063,萬全街22號對面,Datong Dist,YouBike2.0_MRT Shuanglian Sta. (Exit 2),No. 22， Wanquan St. (Opposite),24.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.5104 25.04991)",5.00103028E8,YouBike2.0_捷運北門站(3號出口),62.0,53.0,大同區,2023-04-17 06:54:39,25.04991,121.5104,塔城街與鄭州路口西南側,Datong Dist,YouBike2.0_MRT Beimen. (Exit 3),Tacheng St. & Zhengzhou Rd. Intersection (Southwest),8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:54:39,2023-04-17,,,,,
"POINT (121.51367 25.05592)",5.00103029E8,YouBike2.0_朝陽公園,10.0,0.0,大同區,2023-04-17 06:46:03,25.05592,121.51367,重慶北路二段62-1號旁,Datong Dist,YouBike2.0_Zhaoyang Park,No. 62-1， Sec. 2， Chongqing N. Rd.,7.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:46:03,2023-04-17,,,,,
"POINT (121.51052 25.05454)",5.0010303E8,YouBike2.0_永樂市場,38.0,3.0,大同區,2023-04-17 06:53:41,25.05454,121.51052,南京西路233巷103號旁,Datong Dist,YouBike2.0_Yongle Market,No. 103， Ln. 233， Nanjing W. Rd.,34.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:53:41,2023-04-17,,,,,
"POINT (121.51596 25.07049)",5.00103031E8,YouBike2.0_大龍公園,18.0,6.0,大同區,2023-04-17 06:45:40,25.07049,121.51596,大龍街217號對側,Datong Dist,YouBike2.0_Dalong Park,No. 217， Dalong St. (Opposite),12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:40,2023-04-17,,,,,
"POINT (121.51338 25.06054)",5.00103032E8,YouBike2.0_重慶涼州街口,13.0,1.0,大同區,2023-04-17 06:50:20,25.06054,121.51338,重慶北路二段180號旁,Datong Dist,YouBike2.0_Chongcing Rd. & Liangjhou St. Intersection,No. 180， Sec. 2， Chongcing N. Rd.,12.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.51993 25.06867)",5.00103033E8,YouBike2.0_圓山線形公園,14.0,1.0,大同區,2023-04-17 06:52:13,25.06867,121.51993,玉門街/民族西路(西北側),Datong Dist,YouBike2.0_Linear Park - Yuanshan,Minzu Rd. & Minzu W. Rd. Intersection (Northwest),13.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:52:13,2023-04-17,,,,,
"POINT (121.51418 25.05369)",5.00103034E8,YouBike2.0_圓環站,28.0,12.0,大同區,2023-04-17 06:49:38,25.05369,121.51418,重慶北路一段128號前,Datong Dist,YouBike2.0_Yuanhuan,No. 128， Sec. 1， Chongcing N. Rd.,16.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:49:38,2023-04-17,,,,,
"POINT (121.51359 25.06853)",5.00103035E8,YouBike2.0_重慶民族路口,20.0,15.0,大同區,2023-04-17 06:50:20,25.06853,121.51359,重慶北路三段162號前,Datong Dist,YouBike2.0_Chongcing Rd. & Minzu Rd. Intersection,No. 162， Sec. 3， Chongcing N. Rd.,5.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:50:20,2023-04-17,,,,,
"POINT (121.51822 25.06407)",5.00103036E8,YouBike2.0_承德路三段8巷口,16.0,5.0,大同區,2023-04-17 06:44:13,25.06407,121.51822,承德路三段14號前,Datong Dist,YouBike2.0_Ln. 8， Sec. 3， Chengde Rd. Intersection,No. 14， Sec. 3， Chengde Rd.,11.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:44:13,2023-04-17,,,,,
"POINT (121.51468 25.04925)",5.00103037E8,YouBike2.0_太原廣場,31.0,22.0,大同區,2023-04-17 06:48:39,25.04925,121.51468,鄭州路23號(旁),Datong Dist,YouBike2.0_Tai Yuan Guang Chang,No. 23， Zhengzhou Rd.,9.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:48:39,2023-04-17,,,,,
"POINT (121.51078 25.06594)",5.00103038E8,YouBike2.0_國順公園,20.0,12.0,大同區,2023-04-17 06:45:40,25.06594,121.51078,昌吉街117號前,Datong Dist,YouBike2.0_Guoshun Park,No. 117， Changji St.,8.0,1.0,2023-04-17 06:55:14,2023-04-17 06:55:25,2023-04-17 06:45:40,2023-04-17,,,,,
