½n«×,¸g«×
22.73874,120.29647
23.47431,120.44251
24.99455,121.45721
25.0296,121.4742
25.00879,121.44632
24.9846,121.44687
24.08776,120.63862
24.09514,120.65504
24.2598,120.57139
24.21742,120.54786
24.14059,120.62495
24.16531,120.6754
24.15837,120.66249
24.39227,120.65522
24.09663,120.64124
24.18521,120.64442
25.07818,121.56175
25.19343,121.43482
25.1854,121.4235
25.19366,121.42059
25.09328,121.4616
25.07825,121.55337
25.06819,121.52767
24.96847,121.45129
25.05339,121.5401
25.0371,121.54839
22.72601,120.31947
25.05722,121.55706
25.03715,121.54936
25.02709,121.54902
24.99271,121.45848
24.98933,121.51326
24.23847,120.73378
24.1773,120.67696
24.17059,120.63509
24.25708,120.54171
24.27554,120.57453
24.2792,120.57178
24.27669,120.56817
24.27454,120.55886
24.27722,120.56022
24.22536,120.69006
24.25018,120.5427
24.27187,120.57645
24.25923,120.57417
25.0515,121.51398
25.00264,121.5768
25.01076,121.53637
24.99811,121.55307
25.00345,121.53636
24.979,121.52844
25.02132,121.46885
24.18091,120.69929
24.15589,120.68538
24.25497,120.546
24.256,120.54444
24.26456,120.55384
25.14319,121.49093
25.13684,121.50792
25.01223,121.54788
25.0703,121.64286
25.0299,121.51033
25.07919,121.47162
24.1707,120.68523
24.17833,120.72099
24.12847,120.67638
24.139,120.67026
24.16794,120.66064
24.15925,120.68484
24.1072,120.69827
24.16948,120.68402
24.12707,120.65907
24.12212,120.69034
24.15571,120.639
24.14305,120.70598
24.26072,120.71703
24.14592,120.6813
25.02021,121.46639
25.07578,121.64481
25.06635,121.66172
24.96222,121.42329
24.99092,121.49373
25.04998,121.58383
25.03878,121.59302
24.90883,121.35816
24.90955,121.35727
25.02815,121.51108
25.05378,121.55893
25.11742,121.53472
25.02535,121.55101
25.03333,121.53968
24.98713,121.45506
24.98112,121.4515
24.97314,121.44418
22.63455,120.29307
25.03548,121.50026
24.11286,120.64424
24.16015,120.70925
24.16828,120.68534
24.14524,120.62375
24.14563,120.63066
24.14637,120.63093
24.24525,120.61105
24.25616,120.5713
24.11012,120.61407
24.27399,120.6303
24.26741,120.60298
24.05646,120.64641
24.30635,120.72189
25.02976,121.5642
25.04634,121.5542
25.05173,121.55609
24.99797,121.54982
24.98316,121.51604
25.0125,121.45699
25.01016,121.46546
25.01067,121.47048
25.00339,121.4643
25.04969,121.58028
24.94092,121.36856
24.94298,121.37521
24.93826,121.37738
22.6544,120.30567
24.20932,120.68657
24.17599,120.72473
24.17378,120.67216
24.17683,120.67597
24.17196,120.68812
24.16155,120.68093
24.13657,120.67834
24.17893,120.61879
25.07777,121.57562
25.07676,121.57433
25.08471,121.5089
22.74015,120.31369
25.0535,121.46624
25.14933,121.40126
25.16419,121.41586
25.13431,121.50226
25.12757,121.47207
25.08408,121.50959
22.78362,120.30382
22.90692,120.18189
25.08761,121.52608
25.02598,121.53454
23.49051,120.44266
22.73223,120.28047
24.98034,121.46498
24.94334,121.37634
24.94163,121.37871
24.94357,121.37899
24.92853,121.36767
25.058,121.62189
25.07038,121.60352
22.6212,120.29468
24.15961,120.73815
24.17317,120.72707
24.16444,120.7331
24.14949,120.62763
24.15443,120.62544
24.16507,120.57058
25.08577,121.47374
25.04177,121.58735
22.61868,120.31415
25.02273,121.50271
25.13774,121.50142
25.0881,121.50873
25.08912,121.5049
24.99472,121.55949
25.04084,121.56789
24.96798,121.33314
22.64215,120.3301
25.04954,121.55261
25.05567,121.56713
25.04962,121.57746
25.05149,121.56535
22.55453,120.37688
25.05223,121.52581
25.13597,121.49702
24.3419,120.63014
24.35034,120.62436
24.35497,120.62178
24.38203,120.65563
24.12379,120.6602
24.14489,120.61471
24.13442,120.61024
24.13013,120.65497
24.12993,120.65891
25.1107,121.53999
23.46566,120.42359
23.46846,120.40571
23.47003,120.43996
25.04757,121.45137
25.19638,121.42507
25.09005,121.46106
25.03214,121.55974
25.04464,121.54944
24.94779,121.3718
24.94864,121.37362
24.94634,121.37506
25.06305,121.52776
25.07063,121.52327
25.19959,121.43038
25.19897,121.42526
22.66229,120.39203
24.9798,121.4987
24.18374,120.68239
24.18372,120.64824
24.15331,120.63184
24.15466,120.63157
24.1319,120.6545
24.12804,120.69932
24.40865,120.63807
24.26531,120.56068
24.27032,120.5678
24.27308,120.58003
24.29584,120.61167
24.13562,120.68207
22.66051,120.33341
24.99766,121.57875
22.66165,120.33242
24.96595,121.43935
25.009,121.49972
25.0173,121.5101
24.98623,121.47171
24.96875,121.43808
24.97267,121.44149
25.06874,121.58923
25.05476,121.53693
25.06432,121.53349
25.08476,121.53789
22.61385,120.38934
25.03656,121.56866
25.03404,121.56598
25.04134,121.59323
25.05368,121.59969
25.05225,121.60766
25.05343,121.60633
25.06664,121.61351
25.08627,121.5914
25.01328,121.53004
22.62622,120.34603
22.64528,120.34674
24.16542,120.72747
24.16852,120.69634
24.34389,120.63138
24.26294,120.83004
24.26305,120.82712
24.18188,120.68327
24.17426,120.71271
24.18207,120.68764
24.25685,120.55886
24.256,120.56181
24.18,120.70891
24.13385,120.67825
24.1882,120.59231
24.15871,120.72753
24.16824,120.71282
24.12238,120.67203
24.19735,120.70763
25.04178,121.50869
25.00753,121.53719
25.03895,121.52233
25.0483,121.59425
25.03145,121.51941
25.05296,121.51938
25.07864,121.55557
25.08152,121.54646
25.0384,121.52801
25.03746,121.52799
25.03846,121.52497
25.04172,121.54541
25.04472,121.54401
25.08756,121.51177
25.08406,121.5067
25.0841,121.52341
25.07168,121.58125
25.05473,121.54026
25.05765,121.53299
25.06245,121.53014
22.72678,120.30758
25.01727,121.54904
23.46176,120.44362
23.48438,120.4132
23.49081,120.39693
23.47605,120.45124
23.46251,120.43139
23.47718,120.47525
23.45101,120.44156
23.48676,120.43875
23.49555,120.45138
24.98339,121.55645
25.03762,121.55009
22.79152,120.28316
24.33166,120.67854
24.15953,120.72788
24.167,120.72214
24.15662,120.63013
24.13744,120.62686
24.12823,120.64139
24.3308,120.65266
24.12344,120.72437
24.1675,120.71653
24.99271,121.55865
24.98662,121.57071
25.01796,121.49988
25.05198,121.5681
25.03517,121.49048
25.03119,121.48858
25.06493,121.52778
25.02926,121.49936
25.06532,121.52848
25.02444,121.54908
25.02347,121.54108
25.02054,121.54561
25.01705,121.54435
25.03615,121.5166
25.04821,121.51903
25.04779,121.52042
25.04244,121.50864
25.03828,121.51524
25.0385,121.51288
25.01808,121.5275
25.04051,121.52401
25.04776,121.50612
25.03811,121.50362
25.04802,121.54864
25.08503,121.5637
25.07802,121.53511
25.06873,121.52003
24.98695,121.56456
25.02039,121.54853
25.08577,121.52531
24.17445,120.70548
24.32862,120.65499
24.28733,120.70246
24.28635,120.70964
24.12433,120.71274
24.1976,120.70597
24.1333,120.64721
24.13032,120.65953
24.2947,120.70155
25.07934,121.54671
25.07983,121.55236
25.06129,121.52021
25.07209,121.37412
25.07562,121.39643
25.08859,121.38552
25.03646,121.50492
25.10094,121.52243
25.0796,121.5237
25.09029,121.50189
22.624,120.38137
22.63388,120.3131
25.04675,121.58731
25.03588,121.47656
25.00239,121.52007
24.99592,121.52327
25.06935,121.58692
25.01239,121.41274
24.95658,121.35692
25.05645,121.45222
24.98157,121.45616
24.16334,120.71974
24.1748,120.71108
24.25633,120.71542
24.14608,120.68504
24.15397,120.69859
24.15437,120.70065
24.15566,120.67324
25.03564,121.44933
25.00888,121.50303
24.99474,121.50936
25.05791,121.53114
25.05277,121.53013
25.05481,121.53032
25.05215,121.53276
25.05215,121.53171
25.05488,121.53142
25.05499,121.53295
25.12408,121.53003
25.08637,121.5247
25.02267,121.5341
25.01783,121.55224
25.05719,121.4623
23.482,120.44799
23.48384,120.49727
24.17368,120.63619
24.19069,120.64441
24.14118,120.63222
24.15764,120.62695
22.6585,120.36142
22.6591,120.38234
22.68265,120.33192
22.62039,120.29291
22.72798,120.2946
22.68118,120.2808
25.0286,121.48908
25.05465,121.6185
25.05535,121.61838
22.75913,120.26859
24.93893,121.53329
24.22434,120.69222
25.058,121.42886
24.94895,121.34227
24.95535,121.35996
24.9431,121.53536
22.6321,120.35498
22.61843,120.35938
24.99548,121.46536
22.56059,120.35516
22.62515,120.37365
22.62973,120.34654
25.062,121.54472
25.06241,121.56831
25.07275,121.5373
25.04553,121.52736
25.00115,121.55142
25.06496,121.51608
22.65805,120.39431
22.65195,120.39041
22.61096,120.31494
25.0582,121.59368
25.05366,121.51638
25.12533,121.50573
25.08303,121.5604
25.03479,121.54376
25.06017,121.57552
25.12862,121.5033
22.63287,120.27845
22.60648,120.31005
22.58611,120.34458
24.22589,120.65665
24.14863,120.58785
22.62995,120.37359
22.58484,120.34914
22.58398,120.3462
22.60746,120.32297
22.60057,120.30646
22.63516,120.33754
25.03511,121.56369
25.05928,121.58617
25.01744,121.53334
22.63612,120.31388
25.07204,121.36309
25.07433,121.58584
25.08019,121.5202
25.07848,121.57493
25.10455,121.53025
25.10199,121.52927
22.66999,120.30412
25.09812,121.52449
24.33476,120.7305
25.07345,121.38917
25.07664,121.37982
25.07048,121.37217
25.07776,121.36892
25.0697,121.35665
25.06389,121.51916
25.0801,121.54708
25.04937,121.51914
25.0512,121.53312
24.33045,120.65457
24.0975,120.70573
24.18274,120.64499
24.18516,120.64546
24.11416,120.59034
24.07164,120.64297
24.12073,120.5698
24.18522,120.63892
24.18754,120.6162
23.48087,120.44352
23.49177,120.46644
22.56973,120.3544
25.02533,121.4996
25.0271,121.49775
25.1094,121.51248
25.06142,121.52305
22.58298,120.33272
22.59149,120.34488
25.03606,121.49163
25.0734,121.53985
25.06807,121.53673
24.98543,121.58006
25.10012,121.53253
22.61493,120.30702
24.37143,120.5841
24.24421,120.80848
24.04872,120.68659
24.17876,120.66206
24.19985,120.65671
24.32092,120.62164
24.15062,120.73296
24.15707,120.72884
24.1551,120.68067
24.33733,120.59173
24.15581,120.69846
25.05163,121.55907
25.05756,121.51828
25.06322,121.5144
25.08105,121.59205
25.04094,121.52215
25.08454,121.584
25.07943,121.59544
25.04023,121.52565
25.06247,121.51839
24.16274,120.67488
24.2282,120.65092
24.0442,120.6919
24.25769,120.57021
24.14426,120.6821
24.15777,120.66358
25.05147,121.57683
25.05013,121.57635
25.05406,121.56407
25.11306,121.53945
25.08887,121.50314
25.05918,121.51373
25.05619,121.53949
25.03929,121.58755
25.05189,121.53517
25.06597,121.54117
25.05205,121.54012
25.04235,121.53222
25.03443,121.52721
25.03035,121.49228
24.97878,121.53339
22.80123,120.29121
22.73497,120.32385
25.04014,121.61766
25.06164,121.61267
25.06271,121.61597
25.06148,121.61384
25.12287,121.5037
25.06007,121.60138
25.03609,121.54709
25.04176,121.54027
24.30504,120.71049
24.40576,120.64724
24.41437,120.61514
24.23728,120.72231
24.25192,120.73177
24.24626,120.70334
25.06455,121.58262
25.08151,121.59764
25.06851,121.59559
25.0606,121.58286
25.11535,121.51736
25.11857,121.51846
25.05892,121.57354
25.06157,121.52439
25.05646,121.51698
25.04196,121.53653
25.05873,121.52488
25.05955,121.52744
25.03526,121.5168
25.0536,121.54871
25.00725,121.51572
25.0403,121.50197
25.14193,121.50835
25.03286,121.49301
25.07415,121.61075
25.04345,121.50841
25.05172,121.61686
25.03363,121.52962
25.05805,121.51353
24.30239,120.70974
24.24091,120.53029
24.42852,120.61712
24.26929,120.5363
24.26788,120.53717
24.2167,120.56293
24.23354,120.56364
24.1977,120.65018
24.29455,120.72364
24.0458,120.68776
24.21432,120.58057
24.4212,120.62719
24.14988,120.63348
24.16785,120.64948
24.06206,120.64315
24.05052,120.64908
24.23014,120.57362
24.17648,120.64717
24.11232,120.67187
24.13417,120.66847
24.13219,120.66324
24.23032,120.62595
24.16453,120.73003
25.06035,121.45474
24.97383,121.32769
25.02769,121.41466
25.03132,121.50519
25.00348,121.55642
24.99889,121.5433
25.04551,121.45587
25.01455,121.51583
25.05172,121.44659
25.03891,121.44759
22.68776,120.32316
22.6152,120.31571
25.08296,121.37831
25.04951,121.54941
25.14319,121.49621
25.10065,121.51107
25.14058,121.49915
25.0272,121.41803
25.01402,121.50704
25.01329,121.51269
25.0191,121.42267
25.01372,121.42485
25.03403,121.44718
25.00306,121.45714
24.99798,121.52844
25.00674,121.52269
25.00913,121.51917
25.00492,121.5117
25.01497,121.5087
25.01422,121.5097
25.02644,121.41398
25.03172,121.44721
24.97344,121.54905
25.05914,121.4466
24.98756,121.44463
25.06203,121.45918
24.3204,120.67437
24.15478,120.70415
24.19078,120.61159
24.13802,120.69995
24.15851,120.72393
25.03659,121.4469
24.9945,121.49711
25.05635,121.45438
25.02627,121.45526
25.05605,121.44769
25.05658,121.45685
25.04903,121.44289
25.0094,121.4638
25.19569,121.4366
25.17865,121.44423
25.02376,121.49986
25.05293,121.60549
24.99939,121.55848
25.05705,121.59265
25.06011,121.51729
24.9453,121.37838
24.99968,121.43249
25.07,121.36394
25.06667,121.36453
25.01294,121.42365
24.99216,121.41772
25.10165,121.45098
24.24151,120.5707
24.39411,120.64965
24.2882,120.72332
24.28858,120.69985
24.25506,120.53344
24.27424,120.55004
24.135,120.67065
24.14629,120.67042
24.10802,120.67159
24.10256,120.7002
24.14452,120.65716
25.05816,121.46086
25.05931,121.44908
25.21194,121.64711
25.08601,121.38093
25.22043,121.64169
24.98114,121.41683
25.17779,121.42422
25.07079,121.3595
25.07393,121.35914
25.00754,121.48582
25.01491,121.47161
25.02538,121.47718
24.98379,121.41503
24.98356,121.4236
24.98636,121.41489
24.98394,121.46716
24.98067,121.50765
25.16874,121.45936
24.93782,121.36084
25.03718,121.49524
25.05176,121.55352
25.14045,121.50446
25.02276,121.41305
24.99602,121.42949
24.99298,121.42819
25.02317,121.48024
25.0613,121.4815
25.0802,121.48587
25.06966,121.49405
22.6013,120.34156
24.90742,121.36472
25.05595,121.44443
25.05572,121.44954
24.93453,121.32595
25.04714,121.4445
24.99706,121.50431
25.00746,121.5134
24.982,121.46547
25.04445,121.50306
25.04551,121.50318
24.36499,120.60247
24.38328,120.58625
24.31274,120.72347
24.1451,120.6286
24.14564,120.63205
24.30802,120.71569
24.11685,120.61435
24.10529,120.60393
24.10507,120.72687
24.0894,120.72933
24.99612,121.52192
24.90328,121.35512
24.96243,121.43037
24.95636,121.4144
24.95319,121.41211
24.97793,121.45987
25.08984,121.48799
24.09998,120.7288
24.11157,120.71575
24.14282,120.64442
24.18915,120.60741
24.14005,120.68859
25.07987,121.37925
25.05606,121.5229
25.00079,121.57534
25.07384,121.3803
25.06599,121.36251
25.03208,121.44982
25.04629,121.4577
25.05745,121.45905
25.09472,121.44685
25.05937,121.61072
25.03987,121.62015
25.06434,121.59399
25.07231,121.37752
25.08844,121.56122
24.94819,121.37975
25.01638,121.40701
25.07158,121.36629
25.03452,121.44462
25.07299,121.6384
25.0755,121.37045
25.07715,121.39378
25.05151,121.45758
22.60295,120.39265
22.50167,120.38878
25.03607,121.45278
25.03936,121.4427
25.05444,121.45916
24.95096,121.38646
25.05423,121.45178
25.08835,121.43453
25.08655,121.44529
25.06682,121.5907
25.05876,121.58062
24.26336,120.56697
24.17169,120.66082
24.13887,120.68755
24.10462,120.68463
24.19351,120.67634
24.19807,120.6598
24.11234,120.64622
24.24992,120.52935
24.0851,120.70511
25.0213,121.42221
24.99886,121.47238
24.95119,121.34256
24.95865,121.33308
24.97572,121.32938
24.97934,121.42241
24.97271,121.39317
24.94587,121.38236
24.95615,121.38966
25.07923,121.38527
25.01003,121.52418
25.04316,121.44414
25.00911,121.47149
25.06833,121.61988
24.94477,121.37803
24.94207,121.36034
24.94135,121.37052
24.93841,121.3742
24.99988,121.62101
25.05853,121.60983
25.05436,121.6181
24.99579,121.55498
25.04311,121.54313
25.02236,121.56268
25.07491,121.5115
25.06912,121.36776
25.0327,121.56157
25.07567,121.6118
25.07514,121.60857
25.0651,121.5224
25.0568,121.53191
25.0426,121.58381
24.30488,120.72212
24.23593,120.66722
24.23816,120.65272
24.30692,120.71269
24.30556,120.73118
24.15065,120.66422
24.24025,120.67429
24.93697,121.36858
24.94278,121.36992
25.0374,121.458
25.05866,121.45811
25.02903,121.4228
25.02033,121.43374
25.0531,121.44
25.08167,121.37268
25.07005,121.37691
25.07411,121.37694
25.07447,121.37429
24.92638,121.37185
24.94104,121.37676
24.93974,121.36688
25.01712,121.47188
25.0781,121.397
25.0805,121.389
25.0766,121.36
25.01258,121.4343
25.0624,121.431
25.0552,121.432
25.0641,121.426
25.009,121.459
25.01,121.461
25.0904,121.442
25.1083,121.456
24.937,121.373
24.9389,121.369
25.01191,121.43271
25.01711,121.42805
25.07674,121.38818
25.06754,121.37134
25.157,121.406
25.10356,121.44818
25.06812,121.43505
25.08832,121.43232
25.07785,121.43555
24.9339,121.36929
24.92785,121.36752
24.92843,121.37592
25.06939,121.43068
25.0888,121.44631
25.07429,121.46769
24.93743,121.37686
24.94594,121.3729
24.98976,121.42477
25.09952,121.4509
24.98288,121.45619
24.97784,121.44328
24.94776,121.37676
25.05503,121.46106
25.05176,121.43167
25.05048,121.42767
25.03319,121.42222
25.04573,121.42627
25.035,121.422
25.04043,121.42255
25.05575,121.52168
25.06028,121.52991
25.02266,121.52362
25.06594,121.51078
25.04358,121.45978
24.9482,121.346
24.9395,121.339
25.03641,121.45204
25.0307,121.44324
24.98551,121.44348
24.9567,121.34
24.954,121.346
25.04341,121.45259
25.04616,121.44228
24.98511,121.41761
24.98263,121.52643
24.99018,121.46882
24.9883,121.46102
24.98816,121.45655
24.98841,121.57649
25.03693,121.57535
25.05731,121.53021
25.05808,121.52887
24.27648,120.55441
24.27581,120.54225
24.108,120.70547
24.14869,120.64176
24.26796,120.58057
24.27362,120.58488
24.26848,120.55998
24.22042,120.70668
24.19746,120.66303
24.12051,120.65034
24.125,120.65754
25.06523,121.46112
25.05165,121.46211
25.05257,121.46506
25.18519,121.44445
25.18387,121.41118
25.17594,121.42851
25.0615,121.451
25.01096,121.63852
25.0015,121.61631
25.0033,121.6025
25.07136,121.47599
25.06966,121.48352
25.00089,121.43149
25.00338,121.43315
24.97062,121.3925
25.02575,121.5377
24.9917,121.42417
24.97512,121.40049
24.97136,121.5475
24.97368,121.5476
24.96326,121.4197
24.96045,121.41212
24.99003,121.4472
25.00609,121.46617
25.017,121.4638
25.10851,121.8065
25.10284,121.82177
25.22108,121.64177
25.03657,121.57349
25.04985,121.53312
25.04611,121.53193
25.02606,121.5631
22.87812,120.2539
22.88165,120.2607
22.62149,120.30881
24.96283,121.33025
24.9692,121.3347
25.06433,121.44761
25.01138,121.50796
24.98893,121.5148
25.07787,121.48287
25.09114,121.49039
24.97577,121.3353
25.06804,121.39795
25.08452,121.38983
25.08027,121.37576
25.08554,121.59076
24.19383,120.70611
24.12108,120.66691
24.12615,120.72405
24.14967,120.72318
24.18452,120.70253
24.16761,120.70001
24.18651,120.70453
24.13791,120.66392
24.1368,120.693
24.2072,120.70519
24.17002,120.70049
24.19088,120.70326
24.22984,120.70882
24.1272,120.66245
24.14481,120.69702
25.04185,121.57204
24.95495,121.33911
24.9886,121.42178
24.97427,121.41946
24.96029,121.40316
25.0405,121.57538
25.04516,121.56702
25.0648,121.56788
25.0383,121.5762
25.03593,121.57906
24.94864,121.38399
24.9327,121.37462
24.93989,121.38393
25.06503,121.53678
25.04836,121.53669
25.0857,121.484
25.0001,121.463
25.034,121.47
25.0267,121.453
25.0218,121.451
25.033,121.466
25.06625,121.48434
25.05205,121.50818
24.9979,121.426
24.9802,121.409
24.9747,121.404
25.0178,121.458
25.0198,121.454
25.0208,121.451
22.71557,120.29465
22.67466,120.29563
24.9917,121.42203
24.98886,121.41765
24.98286,121.41182
24.9859,121.537
24.975,121.543
24.9828,121.541
24.9775,121.551
24.9789,121.53
24.9804,121.4233
24.98205,121.41224
25.02145,121.4165
25.05168,121.54506
25.03771,121.56124
25.03321,121.55873
24.98285,121.52635
24.17515,120.68034
24.18666,120.66249
24.15331,120.69453
24.14712,120.54938
24.15103,120.54539
24.25195,120.73053
24.19374,120.70695
24.17369,120.69222
24.14968,120.53978
24.15868,120.5437
24.10925,120.59739
25.06269,121.53061
25.05794,121.54244
25.04503,121.51968
25.04925,121.51468
24.97508,121.53103
25.06575,121.6351
25.06227,121.63447
25.00314,121.46809
24.99351,121.49076
24.99909,121.46836
25.01123,121.5177
25.05588,121.48474
25.07486,121.49488
25.05493,121.4756
25.09709,121.54229
25.08217,121.51074
25.04138,121.44609
25.02594,121.41769
25.02077,121.42956
24.98344,121.45054
25.04524,121.54659
24.97338,121.44052
25.03756,121.54587
25.05278,121.54478
25.0287,121.54904
25.02861,121.54336
25.02536,121.42835
25.02413,121.42387
25.05238,121.44824
25.0372,121.44495
25.0108,121.42784
25.05213,121.45489
25.03927,121.431
25.03113,121.42999
24.97811,121.43937
25.02769,121.42669
25.04568,121.44213
25.03019,121.4134
24.98156,121.45466
24.97475,121.45873
24.97696,121.4458
22.77876,120.28254
22.78568,120.28565
25.09609,121.53006
25.04122,121.55745
25.03305,121.55378
25.03748,121.55564
25.03331,121.55265
25.03304,121.43666
25.03953,121.4608
25.25232,121.47131
25.04563,121.44783
25.08428,121.37432
25.0777,121.37354
25.07583,121.37609
25.07639,121.36762
25.07298,121.36932
24.93891,121.36355
24.93122,121.37265
24.93026,121.37912
25.07324,121.36281
25.05426,121.44394
25.05867,121.53305
25.05497,121.52536
25.04478,121.53274
25.10032,121.50599
25.04078,121.45255
25.04775,121.4533
25.05894,121.45165
25.04138,121.44609
25.04619,121.45367
25.02629,121.44244
25.04786,121.4616
24.98639,121.44911
24.19864,120.64269
24.18803,120.6462
24.98367,121.45795
24.34007,120.63077
24.35567,120.62039
24.3396,120.61862
24.23694,120.5303
24.17256,120.64328
24.11516,120.64925
24.25197,120.53299
24.17343,120.64296
24.12632,120.65979
24.13152,120.67263
24.98689,121.46602
25.062,121.43498
25.05582,121.43427
25.10484,121.45282
25.09537,121.44832
24.98441,121.44855
24.97892,121.44275
24.9728,121.44395
24.9691,121.44024
24.96613,121.43554
24.99738,121.42181
24.99828,121.42462
25.0042,121.42285
25.0091,121.42487
25.20428,121.69042
25.28549,121.52209
25.07198,121.43564
25.08245,121.43955
25.04988,121.46018
25.01637,121.40426
25.01713,121.41828
25.0073,121.41496
25.00557,121.41306
25.00088,121.41608
25.13041,121.4513
24.95139,121.35733
24.94381,121.34207
24.93923,121.33488
25.14678,121.3999
25.15397,121.40721
25.15993,121.41407
25.16064,121.41938
25.15678,121.43604
24.95559,121.35441
24.9572,121.34946
24.94948,121.35291
24.95816,121.41504
25.08373,121.4407
24.98216,121.45277
24.98382,121.46353
24.98071,121.46035
24.97513,121.45874
22.6903,120.28788
25.03295,121.5712
25.02681,121.54668
22.64644,120.32606
22.64731,120.31301
22.652,120.30554
24.97525,121.43883
24.98367,121.45423
24.97256,121.43485
24.97666,121.4477
24.98279,121.44383
24.95852,121.4178
24.96576,121.43264
24.98803,121.45151
24.10677,120.63552
24.11018,120.62812
24.10226,120.68494
24.10842,120.68385
24.13835,120.69013
24.24321,120.71893
24.2494,120.70137
24.13041,120.67995
25.03312,121.46852
25.01424,121.51549
25.01552,121.46373
22.65871,120.29012
22.63936,120.29072
24.34798,120.62334
24.12822,120.71719
24.26746,120.69348
24.27306,120.65727
24.28052,120.65811
24.08058,120.7094
24.07156,120.69184
24.09155,120.72914
25.09345,121.47448
25.08506,121.48189
24.9747,121.53842
25.06947,121.63153
25.07823,121.66764
25.06416,121.6583
25.0652,121.6641
25.00049,121.51111
25.06624,121.65907
24.9956,121.52655
25.00573,121.50574
25.06484,121.47942
25.0661,121.49553
25.07482,121.49848
25.07771,121.48032
25.08645,121.4856
25.20125,121.43502
25.00073,121.51435
25.05732,121.49907
25.06598,121.47766
25.04763,121.56115
25.05408,121.56095
25.05606,121.56345
25.11,121.51841
25.13102,121.50408
25.05846,121.55947
25.08373,121.59406
25.07611,121.57487
25.07296,121.57603
25.06839,121.53032
25.05228,121.52176
25.06416,121.52203
25.04842,121.51994
25.02469,121.54459
25.06853,121.51359
25.06407,121.51822
25.05143,121.55716
25.06185,121.5226
25.04573,121.53508
25.0933,121.51962
25.06054,121.51338
25.06867,121.51993
25.05369,121.51418
25.04561,121.57549
25.04623,121.57772
25.0432,121.57789
25.06585,121.53338
25.06833,121.5328
25.07049,121.51596
25.04769,121.5448
25.06854,121.61532
25.07154,121.53058
25.03377,121.53041
25.10775,121.52312
25.06533,121.53177
25.08899,121.51751
25.06595,121.53041
25.05454,121.51052
22.64752,120.35974
22.61881,120.29307
25.08223,121.476
25.08227,121.48224
25.08562,121.47769
25.09398,121.47126
25.05597,121.47133
25.1865,121.44326
25.07952,121.67434
25.04607,121.47099
25.0531,121.47017
25.19985,121.42891
24.95861,121.53866
25.07613,121.4843
24.14535,120.55747
24.26501,120.53596
24.17177,120.71596
24.15596,120.57054
24.15708,120.53846
24.16984,120.72744
24.1757,120.72107
24.1216,120.60742
24.11475,120.60331
24.15577,120.72609
24.18835,120.6056
24.18847,120.60514
24.19184,120.61328
24.13582,120.71546
25.07588,121.4878
25.07822,121.49016
25.0708,121.51826
25.21974,121.62916
25.21794,121.6414
25.21973,121.63633
25.22365,121.63469
25.239,121.63234
24.99045,121.52496
25.0047,121.47178
25.033,121.46681
25.01309,121.45646
25.06781,121.65964
25.06795,121.66168
25.06938,121.66979
25.08033,121.66846
25.015,121.52095
25.08162,121.46162
24.95656,121.5348
24.9531,121.55181
25.01501,121.48169
25.08903,121.64595
25.06809,121.62697
25.0782,121.62449
25.08415,121.48554
25.08723,121.48953
24.98694,121.54195
24.98677,121.52183
25.10712,121.81041
25.07315,121.66256
25.08065,121.49615
25.08173,121.4939
24.98263,121.5336
24.97042,121.54338
24.96991,121.54617
24.96757,121.54205
24.96316,121.54009
24.96737,121.54101
24.98214,121.5409
24.97411,121.51885
24.97756,121.54751
24.96115,121.50999
24.95091,121.5474
24.96261,121.51267
24.95446,121.55947
24.98288,121.54376
24.97427,121.54278
24.97531,121.52729
24.98318,121.53746
24.97532,121.51569
25.17457,121.45236
24.99116,121.53398
25.17476,121.43155
25.17851,121.44787
25.02224,121.45815
25.0075,121.448
25.01086,121.45598
25.01908,121.47372
25.03026,121.46947
25.01856,121.46751
25.02389,121.48397
25.01606,121.47346
24.99373,121.46253
25.02563,121.4714
25.02336,121.47109
24.99652,121.44276
25.07105,121.63502
25.06894,121.63748
25.06891,121.66275
25.07368,121.66626
25.07051,121.667
25.07289,121.65865
25.07207,121.65207
25.00071,121.52673
25.05688,121.65521
25.06299,121.65443
25.05978,121.65255
25.00821,121.45904
25.02858,121.46848
25.01387,121.45897
25.00983,121.48808
25.00402,121.49439
25.00694,121.5032
25.06943,121.6284
25.06596,121.48047
25.09195,121.46161
25.00839,121.52023
25.0052,121.51334
24.99778,121.51968
25.04758,121.61889
25.06868,121.48071
25.01581,121.51126
25.00701,121.50921
25.01783,121.51196
25.01677,121.51528
25.00637,121.47422
24.99548,121.46753
24.99856,121.50053
24.98347,121.50483
24.99527,121.51351
24.98899,121.49303
25.00653,121.50014
24.96046,121.41716
24.99977,121.47808
24.98539,121.50701
25.00221,121.49587
25.00593,121.49957
25.00774,121.49321
24.99039,121.5024
25.01028,121.47869
25.00572,121.479
25.05006,121.46892
25.08119,121.48461
25.08603,121.49377
25.05154,121.48821
25.05364,121.49292
25.0681,121.47103
25.06855,121.49782
25.06361,121.49445
25.07042,121.49713
25.08374,121.48749
25.05119,121.47601
25.0648,121.49875
25.06607,121.50356
24.96601,121.54311
24.97699,121.53791
25.12997,121.81857
25.02145,121.45923
25.02406,121.45789
25.02788,121.45779
25.01776,121.51681
25.00454,121.52785
24.98202,121.52751
24.98498,121.51768
24.9794,121.51555
24.96927,121.51521
24.96678,121.51648
24.9531,121.53746
24.96423,121.51446
24.9595,121.51293
